# delta_L(z=0)            delta_SC                  ddelta_SC/ddelta_L
-6.861832798772308450e+00 -9.292397734176187640e-01 1.311153766760750003e-02
-6.850991821311001040e+00 -9.290973954820163083e-01 1.315511916834679641e-02
-6.840166666635530746e+00 -9.289547528304812340e-01 1.319883841617775465e-02
-6.829357311579304479e+00 -9.288118450469503573e-01 1.324269581264648186e-02
-6.818563733010104322e+00 -9.286686717149723602e-01 1.328669176031110899e-02
-6.807785907830028016e+00 -9.285252324177079020e-01 1.333082666274362608e-02
-6.797023812975447221e+00 -9.283815267379307290e-01 1.337510092453175932e-02
-6.786277425416952447e+00 -9.282375542580281191e-01 1.341951495128064671e-02
-6.775546722159299762e+00 -9.280933145600016587e-01 1.346406914961472204e-02
-6.764831680241370826e+00 -9.279488072254673536e-01 1.350876392717953109e-02
-6.754132276736109830e+00 -9.278040318356568505e-01 1.355359969264351497e-02
-6.743448488750486192e+00 -9.276589879714183251e-01 1.359857685569980726e-02
-6.732780293425433271e+00 -9.275136752132160378e-01 1.364369582706804855e-02
-6.722127667935806627e+00 -9.273680931411324435e-01 1.368895701849622351e-02
-6.711490589490333392e+00 -9.272222413348676362e-01 1.373436084276244591e-02
-6.700869035331557200e+00 -9.270761193737405703e-01 1.377990771367671938e-02
-6.690262982735793784e+00 -9.269297268366898379e-01 1.382559804608277793e-02
-6.679672409013078571e+00 -9.267830633022744458e-01 1.387143225585989355e-02
-6.669097291507121383e+00 -9.266361283486737044e-01 1.391741075992469767e-02
-6.658537607595250485e+00 -9.264889215536888933e-01 1.396353397623296445e-02
-6.647993334688369060e+00 -9.263414424947434833e-01 1.400980232378130561e-02
-6.637464450230902813e+00 -9.261936907488840243e-01 1.405621622260917920e-02
-6.626950931700752001e+00 -9.260456658927804785e-01 1.410277609380054982e-02
-6.616452756609244368e+00 -9.258973675027275529e-01 1.414948235948567008e-02
-6.605969902501079183e+00 -9.257487951546450322e-01 1.419633544284295591e-02
-6.595502346954285500e+00 -9.255999484240782227e-01 1.424333576810071084e-02
-6.585050067580173305e+00 -9.254508268861995068e-01 1.429048376053906715e-02
-6.574613042023276677e+00 -9.253014301158082322e-01 1.433777984649154368e-02
-6.564191247961314701e+00 -9.251517576873319326e-01 1.438522445334705288e-02
-6.553784663105137298e+00 -9.250018091748272164e-01 1.443281800955154709e-02
-6.543393265198677256e+00 -9.248515841519797664e-01 1.448056094460991802e-02
-6.533017032018905823e+00 -9.247010821921060053e-01 1.452845368908772632e-02
-6.522655941375774091e+00 -9.245503028681533175e-01 1.457649667461302298e-02
-6.512309971112178353e+00 -9.243992457527009377e-01 1.462469033387807371e-02
-6.501979099103900595e+00 -9.242479104179608385e-01 1.467303510064123413e-02
-6.491663303259566753e+00 -9.240962964357779530e-01 1.472153140972873482e-02
-6.481362561520593424e+00 -9.239444033776321730e-01 1.477017969703631542e-02
-6.471076851861147006e+00 -9.237922308146377937e-01 1.481898039953125253e-02
-6.460806152288088633e+00 -9.236397783175449572e-01 1.486793395525392442e-02
-6.450550440840925326e+00 -9.234870454567407627e-01 1.491704080331967067e-02
-6.440309695591774464e+00 -9.233340318022490445e-01 1.496630138392067780e-02
-6.430083894645298948e+00 -9.231807369237324812e-01 1.501571613832754400e-02
-6.419873016138671673e+00 -9.230271603904923738e-01 1.506528550889123415e-02
-6.409677038241523128e+00 -9.228733017714699782e-01 1.511500993904480415e-02
-6.399495939155895208e+00 -9.227191606352470599e-01 1.516488987330515993e-02
-6.389329697116189699e+00 -9.225647365500471153e-01 1.521492575727485114e-02
-6.379178290389130979e+00 -9.224100290837355942e-01 1.526511803764379026e-02
-6.369041697273705616e+00 -9.222550378038215646e-01 1.531546716219112265e-02
-6.358919896101124181e+00 -9.220997622774576019e-01 1.536597357978688322e-02
-6.348812865234768843e+00 -9.219442020714415653e-01 1.541663774039382824e-02
-6.338720583070150738e+00 -9.217883567522168198e-01 1.546746009506925340e-02
-6.328643028034859341e+00 -9.216322258858733463e-01 1.551844109596666084e-02
-6.318580178588516283e+00 -9.214758090381484079e-01 1.556958119633749561e-02
-6.308532013222730939e+00 -9.213191057744277712e-01 1.562088085053305736e-02
-6.298498510461048916e+00 -9.211621156597464832e-01 1.567234051400618472e-02
-6.288479648858909421e+00 -9.210048382587894267e-01 1.572396064331291893e-02
-6.278475407003594633e+00 -9.208472731358925412e-01 1.577574169611437385e-02
-6.268485763514187070e+00 -9.206894198550438224e-01 1.582768413117853490e-02
-6.258510697041519855e+00 -9.205312779798836553e-01 1.587978840838184108e-02
-6.248550186268132300e+00 -9.203728470737063683e-01 1.593205498871109321e-02
-6.238604209908220177e+00 -9.202141266994607882e-01 1.598448433426509149e-02
-6.228672746707594854e+00 -9.200551164197514620e-01 1.603707690825645696e-02
-6.218755775443631784e+00 -9.198958157968388782e-01 1.608983317501338703e-02
-6.208853274925226096e+00 -9.197362243926412440e-01 1.614275359998138329e-02
-6.198965223992744633e+00 -9.195763417687350394e-01 1.619583864972482315e-02
-6.189091601517986874e+00 -9.194161674863557954e-01 1.624908879192907621e-02
-6.179232386404128974e+00 -9.192557011063994254e-01 1.630250449540183305e-02
-6.169387557585682025e+00 -9.190949421894226701e-01 1.635608623007514875e-02
-6.159557094028448532e+00 -9.189338902956447619e-01 1.640983446700696943e-02
-6.149740974729474452e+00 -9.187725449849475368e-01 1.646374967838304046e-02
-6.139939178717003010e+00 -9.186109058168772101e-01 1.651783233751839136e-02
-6.130151685050427623e+00 -9.184489723506447101e-01 1.657208291885942097e-02
-6.120378472820250160e+00 -9.182867441451270096e-01 1.662650189798523664e-02
-6.110619521148032085e+00 -9.181242207588681259e-01 1.668108975160965957e-02
-6.100874809186350056e+00 -9.179614017500798973e-01 1.673584695758282073e-02
-6.091144316118752400e+00 -9.177982866766430936e-01 1.679077399489290606e-02
-6.081428021159706709e+00 -9.176348750961085265e-01 1.684587134366783909e-02
-6.071725903554562542e+00 -9.174711665656977155e-01 1.690113948517701567e-02
-6.062037942579506122e+00 -9.173071606423045532e-01 1.695657890183312547e-02
-6.052364117541506161e+00 -9.171428568824955274e-01 1.701219007719359522e-02
-6.042704407778280107e+00 -9.169782548425111646e-01 1.706797349596260796e-02
-6.033058792658239078e+00 -9.168133540782673618e-01 1.712392964399257408e-02
-6.023427251580449671e+00 -9.166481541453556092e-01 1.718005900828591115e-02
-6.013809763974586886e+00 -9.164826545990447659e-01 1.723636207699680983e-02
-6.004206309300889721e+00 -9.163168549942819485e-01 1.729283933943284376e-02
-5.994616867050113207e+00 -9.161507548856935301e-01 1.734949128605658975e-02
-5.985041416743490217e+00 -9.159843538275855845e-01 1.740631840848758452e-02
-5.975479937932680841e+00 -9.158176513739462177e-01 1.746332119950374726e-02
-5.965932410199727975e+00 -9.156506470784457896e-01 1.752050015304309691e-02
-5.956398813157017358e+00 -9.154833404944378028e-01 1.757785576420564308e-02
-5.946879126447229602e+00 -9.153157311749607894e-01 1.763538852925478767e-02
-5.937373329743297568e+00 -9.151478186727387554e-01 1.769309894561928165e-02
-5.927881402748356621e+00 -9.149796025401824018e-01 1.775098751189458854e-02
-5.918403325195711773e+00 -9.148110823293904570e-01 1.780905472784484814e-02
-5.908939076848780836e+00 -9.146422575921505649e-01 1.786730109440436837e-02
-5.899488637501059785e+00 -9.144731278799402840e-01 1.792572711367937388e-02
-5.890051986976071241e+00 -9.143036927439287531e-01 1.798433328894958466e-02
-5.880629105127325396e+00 -9.141339517349772459e-01 1.804312012466990564e-02
-5.871219971838278262e+00 -9.139639044036403925e-01 1.810208812647226204e-02
-5.861824567022277499e+00 -9.137935503001676230e-01 1.816123780116684489e-02
-5.852442870622530435e+00 -9.136228889745041659e-01 1.822056965674423087e-02
-5.843074862612052556e+00 -9.134519199762920483e-01 1.828008420237666257e-02
-5.833720522993630198e+00 -9.132806428548712052e-01 1.833978194841996354e-02
-5.824379831799770812e+00 -9.131090571592811456e-01 1.839966340641497819e-02
-5.815052769092659446e+00 -9.129371624382617290e-01 1.845972908908921281e-02
-5.805739314964120545e+00 -9.127649582402540540e-01 1.851997951035864662e-02
-5.796439449535572663e+00 -9.125924441134023457e-01 1.858041518532932770e-02
-5.787153152957979607e+00 -9.124196196055546215e-01 1.864103663029871571e-02
-5.777880405411816689e+00 -9.122464842642641347e-01 1.870184436275762474e-02
-5.768621187107019210e+00 -9.120730376367902625e-01 1.876283890139181579e-02
-5.759375478282944272e+00 -9.118992792701001715e-01 1.882402076608347477e-02
-5.750143259208322810e+00 -9.117252087108697056e-01 1.888539047791277722e-02
-5.740924510181224960e+00 -9.115508255054847186e-01 1.894694855915984508e-02
-5.731719211529004987e+00 -9.113761292000421843e-01 1.900869553330583259e-02
-5.722527343608271089e+00 -9.112011193403517506e-01 1.907063192503501495e-02
-5.713348886804832993e+00 -9.110257954719365170e-01 1.913275826023610668e-02
-5.704183821533662879e+00 -9.108501571400346997e-01 1.919507506600390961e-02
-5.695032128238855407e+00 -9.106742038896002978e-01 1.925758287064104068e-02
-5.685893787393578869e+00 -9.104979352653053137e-01 1.932028220365926419e-02
-5.676768779500036111e+00 -9.103213508115400865e-01 1.938317359578125426e-02
-5.667657085089424562e+00 -9.101444500724150677e-01 1.944625757894220472e-02
-5.658558684721888277e+00 -9.099672325917618210e-01 1.950953468629129314e-02
-5.649473558986479738e+00 -9.097896979131347983e-01 1.957300545219321439e-02
-5.640401688501113675e+00 -9.096118455798117841e-01 1.963667041222995346e-02
-5.631343053912528873e+00 -9.094336751347961156e-01 1.970053010320215250e-02
-5.622297635896245538e+00 -9.092551861208171271e-01 1.976458506313077262e-02
-5.613265415156519111e+00 -9.090763780803323701e-01 1.982883583125865518e-02
-5.604246372426302969e+00 -9.088972505555281689e-01 1.989328294805193728e-02
-5.595240488467200457e+00 -9.087178030883213964e-01 1.995792695520173451e-02
-5.586247744069430254e+00 -9.085380352203602516e-01 2.002276839562569521e-02
-5.577268120051780187e+00 -9.083579464930263692e-01 2.008780781346949929e-02
-5.568301597261566371e+00 -9.081775364474358181e-01 2.015304575410827026e-02
-5.559348156574588806e+00 -9.079968046244399904e-01 2.021848276414834472e-02
-5.550407778895094069e+00 -9.078157505646277103e-01 2.028411939142862191e-02
-5.541480445155732681e+00 -9.076343738083261226e-01 2.034995618502214582e-02
-5.532566136317512040e+00 -9.074526738956022465e-01 2.041599369523762475e-02
-5.523664833369766214e+00 -9.072706503662644195e-01 2.048223247362083652e-02
-5.514776517330097327e+00 -9.070883027598631854e-01 2.054867307295634923e-02
-5.505901169244355131e+00 -9.069056306156935143e-01 2.061531604726885014e-02
-5.497038770186577494e+00 -9.067226334727953585e-01 2.068216195182473807e-02
-5.488189301258957542e+00 -9.065393108699559832e-01 2.074921134313345572e-02
-5.479352743591802799e+00 -9.063556623457100780e-01 2.081646477894925906e-02
-5.470529078343493445e+00 -9.061716874383425324e-01 2.088392281827238656e-02
-5.461718286700438796e+00 -9.059873856858888796e-01 2.095158602135093265e-02
-5.452920349877036443e+00 -9.058027566261375174e-01 2.101945494968174288e-02
-5.444135249115633179e+00 -9.056177997966303739e-01 2.108753016601253721e-02
-5.435362965686485026e+00 -9.054325147346649061e-01 2.115581223434280164e-02
-5.426603480887713715e+00 -9.052469009772950992e-01 2.122430171992574846e-02
-5.417856776045265832e+00 -9.050609580613335758e-01 2.129299918926935362e-02
-5.409122832512874623e+00 -9.048746855233523734e-01 2.136190521013800123e-02
-5.400401631672017366e+00 -9.046880828996848312e-01 2.143102035155401361e-02
-5.391693154931874510e+00 -9.045011497264267009e-01 2.150034518379885864e-02
-5.382997383729289709e+00 -9.043138855394383668e-01 2.156988027841475614e-02
-5.374314299528731631e+00 -9.041262898743452903e-01 2.163962620820609334e-02
-5.365643883822249549e+00 -9.039383622665404516e-01 2.170958354724075723e-02
-5.356986118129433372e+00 -9.037501022511852389e-01 2.177975287085170270e-02
-5.348340983997375453e+00 -9.035615093632114458e-01 2.185013475563805235e-02
-5.339708463000629735e+00 -9.033725831373222714e-01 2.192072977946697351e-02
-5.331088536741172668e+00 -9.031833231079942070e-01 2.199153852147471902e-02
-5.322481186848361467e+00 -9.029937288094784797e-01 2.206256156206817115e-02
-5.313886394978890593e+00 -9.028037997758028288e-01 2.213379948292605592e-02
-5.305304142816759772e+00 -9.026135355407722827e-01 2.220525286700061190e-02
-5.296734412073225151e+00 -9.024229356379714906e-01 2.227692229851886696e-02
-5.288177184486767324e+00 -9.022319996007663878e-01 2.234880836298373807e-02
-5.279632441823046918e+00 -9.020407269623049729e-01 2.242091164717585627e-02
-5.271100165874866406e+00 -9.018491172555194169e-01 2.249323273915462482e-02
-5.262580338462129248e+00 -9.016571700131276179e-01 2.256577222825960696e-02
-5.254072941431799926e+00 -9.014648847676347554e-01 2.263853070511194845e-02
-5.245577956657866636e+00 -9.012722610513349553e-01 2.271150876161578611e-02
-5.237095366041296884e+00 -9.010792983963125113e-01 2.278470699095922272e-02
-5.228625151510008173e+00 -9.008859963344439947e-01 2.285812598761629774e-02
-5.220167295018813824e+00 -9.006923543973996971e-01 2.293176634734767419e-02
-5.211721778549397222e+00 -9.004983721166450739e-01 2.300562866720235258e-02
-5.203288584110263848e+00 -9.003040490234428539e-01 2.307971354551877768e-02
-5.194867693736703984e+00 -9.001093846488538164e-01 2.315402158192630608e-02
-5.186459089490759844e+00 -8.999143785237394555e-01 2.322855337734648293e-02
-5.178062753461174950e+00 -8.997190301787629796e-01 2.330330953399407934e-02
-5.169678667763364821e+00 -8.995233391443911986e-01 2.337829065537888606e-02
-5.161306814539369903e+00 -8.993273049508960781e-01 2.345349734630640393e-02
-5.152947175957828030e+00 -8.991309271283566273e-01 2.352893021287960629e-02
-5.144599734213919362e+00 -8.989342052066604527e-01 2.360458986249986540e-02
-5.136264471529345066e+00 -8.987371387155052016e-01 2.368047690386856224e-02
-5.127941370152274914e+00 -8.985397271844007827e-01 2.375659194698800589e-02
-5.119630412357314420e+00 -8.983419701426705872e-01 2.383293560316278661e-02
-5.111331580445465761e+00 -8.981438671194535983e-01 2.390950848500124695e-02
-5.103044856744088698e+00 -8.979454176437058344e-01 2.398631120641632475e-02
-5.094770223606862380e+00 -8.977466212442021254e-01 2.406334438262709707e-02
-5.086507663413744496e+00 -8.975474774495382224e-01 2.414060863015976555e-02
-5.078257158570937513e+00 -8.973479857881315747e-01 2.421810456684916901e-02
-5.070018691510843389e+00 -8.971481457882244381e-01 2.429583281183964050e-02
-5.061792244692036924e+00 -8.969479569778843198e-01 2.437379398558664478e-02
-5.053577800599210690e+00 -8.967474188850066419e-01 2.445198870985743067e-02
-5.045375341743151054e+00 -8.965465310373164076e-01 2.453041760773260610e-02
-5.037184850660694657e+00 -8.963452929623694221e-01 2.460908130360731777e-02
-5.029006309914689332e+00 -8.961437041875546239e-01 2.468798042319214972e-02
-5.020839702093958579e+00 -8.959417642400957504e-01 2.476711559351451805e-02
-5.012685009813259818e+00 -8.957394726470528923e-01 2.484648744291989564e-02
-5.004542215713251530e+00 -8.955368289353248246e-01 2.492609660107268643e-02
-4.996411302460452397e+00 -8.953338326316504503e-01 2.500594369895750221e-02
-4.988292252747200450e+00 -8.951304832626103547e-01 2.508602936888053997e-02
-4.980185049291623756e+00 -8.949267803546294697e-01 2.516635424447031394e-02
-4.972089674837590678e+00 -8.947227234339780733e-01 2.524691896067878666e-02
-4.964006112154685013e+00 -8.945183120267743426e-01 2.532772415378299960e-02
-4.955934344038161576e+00 -8.943135456589853538e-01 2.540877046138567338e-02
-4.947874353308906237e+00 -8.941084238564299680e-01 2.549005852241644290e-02
-4.939826122813403941e+00 -8.939029461447799418e-01 2.557158897713287041e-02
-4.931789635423697860e+00 -8.936971120495621479e-01 2.565336246712183327e-02
-4.923764874037353856e+00 -8.934909210961602399e-01 2.573537963530025258e-02
-4.915751821577421410e+00 -8.932843728098168734e-01 2.581764112591618948e-02
-4.907750460992398089e+00 -8.930774667156353708e-01 2.590014758455029195e-02
-4.899760775256193135e+00 -8.928702023385813868e-01 2.598289965811643315e-02
-4.891782747368082163e+00 -8.926625792034857954e-01 2.606589799486265860e-02
-4.883816360352684072e+00 -8.924545968350452441e-01 2.614914324437286886e-02
-4.875861597259912195e+00 -8.922462547578253744e-01 2.623263605756691666e-02
-4.867918441164943211e+00 -8.920375524962618208e-01 2.631637708670258452e-02
-4.859986875168176290e+00 -8.918284895746625418e-01 2.640036698537597676e-02
-4.852066882395201119e+00 -8.916190655172098189e-01 2.648460640852267831e-02
-4.844158445996755269e+00 -8.914092798479623658e-01 2.656909601241853533e-02
-4.836261549148693994e+00 -8.911991320908568825e-01 2.665383645468127546e-02
-4.828376175051946717e+00 -8.909886217697103872e-01 2.673882839427074026e-02
-4.820502306932485048e+00 -8.907777484082219921e-01 2.682407249149030767e-02
