# variances: var_g = 4.85771e-02 ;  cov_gk = 5.81613e-04 ;  var_k_correlated = 8.96469e-06 ;  var_k_uncorrelated = 4.05325e-05
# shift params: lambda_g = 1.46148e+00 ;  lambda_k_correlated = 2.44045e-02 ;  lambda_k_uncorrelated = 5.73463e-02
# ell          C_gg(ell)          C_gk(ell)          C_kk_correlated(ell)          C_kk_uncorrelated(ell)
2390    3.08509e-07    3.69129e-09    5.75375e-11    2.38394e-10
2391    3.08359e-07    3.68949e-09    5.75084e-11    2.38248e-10
2392    3.08209e-07    3.68769e-09    5.74794e-11    2.38102e-10
2393    3.08059e-07    3.68590e-09    5.74504e-11    2.37956e-10
2394    3.07909e-07    3.68410e-09    5.74214e-11    2.37811e-10
2395    3.07759e-07    3.68231e-09    5.73925e-11    2.37665e-10
2396    3.07610e-07    3.68052e-09    5.73635e-11    2.37520e-10
2397    3.07460e-07    3.67873e-09    5.73346e-11    2.37375e-10
2398    3.07311e-07    3.67694e-09    5.73058e-11    2.37229e-10
2399    3.07162e-07    3.67515e-09    5.72769e-11    2.37085e-10
2400    3.07013e-07    3.67337e-09    5.72481e-11    2.36940e-10
2401    3.06864e-07    3.67158e-09    5.72192e-11    2.36795e-10
2402    3.06715e-07    3.66980e-09    5.71904e-11    2.36650e-10
2403    3.06566e-07    3.66802e-09    5.71617e-11    2.36506e-10
2404    3.06417e-07    3.66624e-09    5.71329e-11    2.36362e-10
2405    3.06269e-07    3.66446e-09    5.71042e-11    2.36218e-10
2406    3.06120e-07    3.66268e-09    5.70755e-11    2.36074e-10
2407    3.05972e-07    3.66091e-09    5.70468e-11    2.35930e-10
2408    3.05824e-07    3.65913e-09    5.70182e-11    2.35786e-10
2409    3.05676e-07    3.65736e-09    5.69895e-11    2.35642e-10
2410    3.05528e-07    3.65559e-09    5.69609e-11    2.35499e-10
2411    3.05380e-07    3.65382e-09    5.69324e-11    2.35356e-10
2412    3.05232e-07    3.65205e-09    5.69038e-11    2.35212e-10
2413    3.05085e-07    3.65028e-09    5.68752e-11    2.35069e-10
2414    3.04937e-07    3.64852e-09    5.68467e-11    2.34926e-10
2415    3.04790e-07    3.64675e-09    5.68182e-11    2.34784e-10
2416    3.04643e-07    3.64499e-09    5.67898e-11    2.34641e-10
2417    3.04496e-07    3.64323e-09    5.67613e-11    2.34498e-10
2418    3.04349e-07    3.64147e-09    5.67329e-11    2.34356e-10
2419    3.04202e-07    3.63971e-09    5.67045e-11    2.34214e-10
2420    3.04055e-07    3.63795e-09    5.66761e-11    2.34072e-10
2421    3.03908e-07    3.63619e-09    5.66478e-11    2.33930e-10
2422    3.03762e-07    3.63444e-09    5.66194e-11    2.33788e-10
2423    3.03615e-07    3.63268e-09    5.65911e-11    2.33646e-10
2424    3.03469e-07    3.63093e-09    5.65628e-11    2.33504e-10
2425    3.03323e-07    3.62918e-09    5.65345e-11    2.33363e-10
2426    3.03177e-07    3.62743e-09    5.65063e-11    2.33222e-10
2427    3.03031e-07    3.62568e-09    5.64781e-11    2.33080e-10
2428    3.02885e-07    3.62394e-09    5.64499e-11    2.32939e-10
2429    3.02739e-07    3.62219e-09    5.64217e-11    2.32798e-10
2430    3.02593e-07    3.62045e-09    5.63935e-11    2.32658e-10
2431    3.02448e-07    3.61871e-09    5.63654e-11    2.32517e-10
2432    3.02302e-07    3.61697e-09    5.63373e-11    2.32376e-10
2433    3.02157e-07    3.61523e-09    5.63092e-11    2.32236e-10
2434    3.02012e-07    3.61349e-09    5.62811e-11    2.32096e-10
2435    3.01867e-07    3.61175e-09    5.62531e-11    2.31955e-10
2436    3.01722e-07    3.61001e-09    5.62251e-11    2.31815e-10
2437    3.01577e-07    3.60828e-09    5.61971e-11    2.31675e-10
2438    3.01432e-07    3.60655e-09    5.61691e-11    2.31536e-10
2439    3.01288e-07    3.60482e-09    5.61412e-11    2.31396e-10
2440    3.01143e-07    3.60309e-09    5.61132e-11    2.31257e-10
2441    3.00999e-07    3.60136e-09    5.60853e-11    2.31117e-10
2442    3.00855e-07    3.59963e-09    5.60574e-11    2.30978e-10
2443    3.00711e-07    3.59790e-09    5.60296e-11    2.30839e-10
2444    3.00567e-07    3.59618e-09    5.60017e-11    2.30700e-10
2445    3.00423e-07    3.59445e-09    5.59739e-11    2.30561e-10
2446    3.00279e-07    3.59273e-09    5.59461e-11    2.30422e-10
2447    3.00135e-07    3.59101e-09    5.59183e-11    2.30283e-10
2448    2.99991e-07    3.58929e-09    5.58905e-11    2.30145e-10
2449    2.99848e-07    3.58757e-09    5.58628e-11    2.30007e-10
2450    2.99705e-07    3.58586e-09    5.58351e-11    2.29868e-10
2451    2.99561e-07    3.58414e-09    5.58074e-11    2.29730e-10
2452    2.99418e-07    3.58243e-09    5.57797e-11    2.29592e-10
2453    2.99275e-07    3.58072e-09    5.57521e-11    2.29454e-10
2454    2.99132e-07    3.57900e-09    5.57245e-11    2.29317e-10
2455    2.98989e-07    3.57729e-09    5.56969e-11    2.29179e-10
2456    2.98847e-07    3.57559e-09    5.56693e-11    2.29042e-10
2457    2.98704e-07    3.57388e-09    5.56417e-11    2.28904e-10
2458    2.98562e-07    3.57217e-09    5.56142e-11    2.28767e-10
2459    2.98419e-07    3.57047e-09    5.55867e-11    2.28630e-10
2460    2.98277e-07    3.56876e-09    5.55592e-11    2.28493e-10
2461    2.98135e-07    3.56706e-09    5.55317e-11    2.28356e-10
2462    2.97993e-07    3.56536e-09    5.55042e-11    2.28219e-10
2463    2.97851e-07    3.56366e-09    5.54768e-11    2.28083e-10
2464    2.97709e-07    3.56196e-09    5.54494e-11    2.27946e-10
2465    2.97567e-07    3.56027e-09    5.54220e-11    2.27810e-10
2466    2.97426e-07    3.55857e-09    5.53946e-11    2.27674e-10
2467    2.97284e-07    3.55688e-09    5.53673e-11    2.27538e-10
2468    2.97143e-07    3.55518e-09    5.53400e-11    2.27402e-10
2469    2.97002e-07    3.55349e-09    5.53127e-11    2.27266e-10
2470    2.96860e-07    3.55180e-09    5.52854e-11    2.27130e-10
2471    2.96719e-07    3.55011e-09    5.52581e-11    2.26994e-10
2472    2.96578e-07    3.54842e-09    5.52309e-11    2.26859e-10
2473    2.96438e-07    3.54674e-09    5.52037e-11    2.26724e-10
2474    2.96297e-07    3.54505e-09    5.51765e-11    2.26588e-10
2475    2.96156e-07    3.54337e-09    5.51493e-11    2.26453e-10
2476    2.96016e-07    3.54169e-09    5.51221e-11    2.26318e-10
2477    2.95875e-07    3.54001e-09    5.50950e-11    2.26183e-10
2478    2.95735e-07    3.53833e-09    5.50679e-11    2.26049e-10
2479    2.95595e-07    3.53665e-09    5.50408e-11    2.25914e-10
2480    2.95455e-07    3.53497e-09    5.50137e-11    2.25779e-10
2481    2.95315e-07    3.53329e-09    5.49867e-11    2.25645e-10
2482    2.95175e-07    3.53162e-09    5.49596e-11    2.25511e-10
2483    2.95035e-07    3.52994e-09    5.49326e-11    2.25377e-10
2484    2.94895e-07    3.52827e-09    5.49057e-11    2.25243e-10
2485    2.94756e-07    3.52660e-09    5.48787e-11    2.25109e-10
2486    2.94616e-07    3.52493e-09    5.48517e-11    2.24975e-10
2487    2.94477e-07    3.52326e-09    5.48248e-11    2.24841e-10
2488    2.94338e-07    3.52160e-09    5.47979e-11    2.24708e-10
2489    2.94199e-07    3.51993e-09    5.47710e-11    2.24574e-10
2490    2.94060e-07    3.51827e-09    5.47442e-11    2.24441e-10
2491    2.93921e-07    3.51660e-09    5.47173e-11    2.24308e-10
2492    2.93782e-07    3.51494e-09    5.46905e-11    2.24175e-10
2493    2.93643e-07    3.51328e-09    5.46637e-11    2.24042e-10
2494    2.93505e-07    3.51162e-09    5.46369e-11    2.23909e-10
2495    2.93366e-07    3.50996e-09    5.46102e-11    2.23777e-10
2496    2.93228e-07    3.50831e-09    5.45835e-11    2.23644e-10
2497    2.93090e-07    3.50665e-09    5.45567e-11    2.23512e-10
2498    2.92951e-07    3.50500e-09    5.45300e-11    2.23379e-10
2499    2.92813e-07    3.50334e-09    5.45034e-11    2.23247e-10
2500    2.92675e-07    3.50169e-09    5.44767e-11    2.23115e-10
2501    2.92538e-07    3.50004e-09    5.44501e-11    2.22983e-10
2502    2.92400e-07    3.49839e-09    5.44235e-11    2.22851e-10
2503    2.92262e-07    3.49674e-09    5.43969e-11    2.22719e-10
2504    2.92125e-07    3.49510e-09    5.43703e-11    2.22588e-10
2505    2.91987e-07    3.49345e-09    5.43438e-11    2.22456e-10
2506    2.91850e-07    3.49181e-09    5.43172e-11    2.22325e-10
2507    2.91713e-07    3.49016e-09    5.42907e-11    2.22194e-10
2508    2.91576e-07    3.48852e-09    5.42642e-11    2.22063e-10
2509    2.91438e-07    3.48688e-09    5.42378e-11    2.21932e-10
2510    2.91302e-07    3.48524e-09    5.42113e-11    2.21801e-10
2511    2.91165e-07    3.48360e-09    5.41849e-11    2.21670e-10
2512    2.91028e-07    3.48197e-09    5.41585e-11    2.21539e-10
2513    2.90891e-07    3.48033e-09    5.41321e-11    2.21409e-10
2514    2.90755e-07    3.47870e-09    5.41057e-11    2.21278e-10
2515    2.90619e-07    3.47706e-09    5.40794e-11    2.21148e-10
2516    2.90482e-07    3.47543e-09    5.40530e-11    2.21018e-10
2517    2.90346e-07    3.47380e-09    5.40267e-11    2.20888e-10
2518    2.90210e-07    3.47217e-09    5.40004e-11    2.20758e-10
2519    2.90074e-07    3.47054e-09    5.39742e-11    2.20628e-10
2520    2.89938e-07    3.46892e-09    5.39479e-11    2.20498e-10
2521    2.89802e-07    3.46729e-09    5.39217e-11    2.20369e-10
2522    2.89667e-07    3.46567e-09    5.38955e-11    2.20239e-10
2523    2.89531e-07    3.46404e-09    5.38693e-11    2.20110e-10
2524    2.89396e-07    3.46242e-09    5.38432e-11    2.19981e-10
2525    2.89260e-07    3.46080e-09    5.38170e-11    2.19851e-10
2526    2.89125e-07    3.45918e-09    5.37909e-11    2.19722e-10
2527    2.88990e-07    3.45756e-09    5.37648e-11    2.19593e-10
2528    2.88855e-07    3.45594e-09    5.37387e-11    2.19465e-10
2529    2.88720e-07    3.45433e-09    5.37126e-11    2.19336e-10
2530    2.88585e-07    3.45271e-09    5.36866e-11    2.19207e-10
2531    2.88450e-07    3.45110e-09    5.36605e-11    2.19079e-10
2532    2.88316e-07    3.44949e-09    5.36345e-11    2.18951e-10
2533    2.88181e-07    3.44788e-09    5.36086e-11    2.18822e-10
2534    2.88047e-07    3.44627e-09    5.35826e-11    2.18694e-10
2535    2.87912e-07    3.44466e-09    5.35566e-11    2.18566e-10
2536    2.87778e-07    3.44305e-09    5.35307e-11    2.18438e-10
2537    2.87644e-07    3.44144e-09    5.35048e-11    2.18311e-10
2538    2.87510e-07    3.43984e-09    5.34789e-11    2.18183e-10
2539    2.87376e-07    3.43824e-09    5.34530e-11    2.18056e-10
2540    2.87242e-07    3.43663e-09    5.34272e-11    2.17928e-10
2541    2.87108e-07    3.43503e-09    5.34014e-11    2.17801e-10
2542    2.86975e-07    3.43343e-09    5.33756e-11    2.17674e-10
2543    2.86841e-07    3.43183e-09    5.33498e-11    2.17547e-10
2544    2.86708e-07    3.43023e-09    5.33240e-11    2.17420e-10
2545    2.86574e-07    3.42864e-09    5.32982e-11    2.17293e-10
2546    2.86441e-07    3.42704e-09    5.32725e-11    2.17166e-10
2547    2.86308e-07    3.42545e-09    5.32468e-11    2.17039e-10
2548    2.86175e-07    3.42386e-09    5.32211e-11    2.16913e-10
2549    2.86042e-07    3.42226e-09    5.31954e-11    2.16786e-10
2550    2.85909e-07    3.42067e-09    5.31698e-11    2.16660e-10
2551    2.85776e-07    3.41908e-09    5.31442e-11    2.16534e-10
2552    2.85643e-07    3.41750e-09    5.31185e-11    2.16408e-10
2553    2.85511e-07    3.41591e-09    5.30929e-11    2.16282e-10
2554    2.85378e-07    3.41432e-09    5.30674e-11    2.16156e-10
2555    2.85246e-07    3.41274e-09    5.30418e-11    2.16030e-10
2556    2.85114e-07    3.41115e-09    5.30163e-11    2.15905e-10
2557    2.84982e-07    3.40957e-09    5.29908e-11    2.15779e-10
2558    2.84850e-07    3.40799e-09    5.29653e-11    2.15654e-10
2559    2.84718e-07    3.40641e-09    5.29398e-11    2.15529e-10
2560    2.84586e-07    3.40483e-09    5.29143e-11    2.15403e-10
2561    2.84454e-07    3.40325e-09    5.28889e-11    2.15278e-10
2562    2.84322e-07    3.40168e-09    5.28635e-11    2.15153e-10
2563    2.84191e-07    3.40010e-09    5.28381e-11    2.15029e-10
2564    2.84059e-07    3.39853e-09    5.28127e-11    2.14904e-10
2565    2.83928e-07    3.39695e-09    5.27873e-11    2.14779e-10
2566    2.83797e-07    3.39538e-09    5.27620e-11    2.14655e-10
2567    2.83665e-07    3.39381e-09    5.27366e-11    2.14530e-10
2568    2.83534e-07    3.39224e-09    5.27113e-11    2.14406e-10
2569    2.83403e-07    3.39067e-09    5.26860e-11    2.14282e-10
2570    2.83272e-07    3.38911e-09    5.26608e-11    2.14158e-10
2571    2.83142e-07    3.38754e-09    5.26355e-11    2.14034e-10
2572    2.83011e-07    3.38598e-09    5.26103e-11    2.13910e-10
2573    2.82880e-07    3.38441e-09    5.25851e-11    2.13786e-10
2574    2.82750e-07    3.38285e-09    5.25599e-11    2.13663e-10
2575    2.82619e-07    3.38129e-09    5.25347e-11    2.13539e-10
2576    2.82489e-07    3.37973e-09    5.25096e-11    2.13416e-10
2577    2.82359e-07    3.37817e-09    5.24844e-11    2.13292e-10
2578    2.82229e-07    3.37661e-09    5.24593e-11    2.13169e-10
2579    2.82099e-07    3.37505e-09    5.24342e-11    2.13046e-10
2580    2.81969e-07    3.37350e-09    5.24091e-11    2.12923e-10
2581    2.81839e-07    3.37194e-09    5.23841e-11    2.12800e-10
2582    2.81709e-07    3.37039e-09    5.23590e-11    2.12677e-10
2583    2.81580e-07    3.36884e-09    5.23340e-11    2.12555e-10
2584    2.81450e-07    3.36729e-09    5.23090e-11    2.12432e-10
2585    2.81321e-07    3.36574e-09    5.22840e-11    2.12310e-10
2586    2.81191e-07    3.36419e-09    5.22590e-11    2.12187e-10
2587    2.81062e-07    3.36264e-09    5.22341e-11    2.12065e-10
2588    2.80933e-07    3.36109e-09    5.22092e-11    2.11943e-10
2589    2.80804e-07    3.35955e-09    5.21842e-11    2.11821e-10
2590    2.80675e-07    3.35801e-09    5.21593e-11    2.11699e-10
2591    2.80546e-07    3.35646e-09    5.21345e-11    2.11577e-10
2592    2.80417e-07    3.35492e-09    5.21096e-11    2.11456e-10
2593    2.80288e-07    3.35338e-09    5.20848e-11    2.11334e-10
2594    2.80160e-07    3.35184e-09    5.20600e-11    2.11213e-10
2595    2.80031e-07    3.35030e-09    5.20352e-11    2.11091e-10
2596    2.79903e-07    3.34876e-09    5.20104e-11    2.10970e-10
2597    2.79775e-07    3.34723e-09    5.19856e-11    2.10849e-10
2598    2.79646e-07    3.34569e-09    5.19609e-11    2.10728e-10
2599    2.79518e-07    3.34416e-09    5.19361e-11    2.10607e-10
2600    2.79390e-07    3.34263e-09    5.19114e-11    2.10486e-10
2601    2.79262e-07    3.34109e-09    5.18867e-11    2.10365e-10
2602    2.79134e-07    3.33956e-09    5.18621e-11    2.10245e-10
2603    2.79007e-07    3.33803e-09    5.18374e-11    2.10124e-10
2604    2.78879e-07    3.33650e-09    5.18128e-11    2.10004e-10
2605    2.78751e-07    3.33498e-09    5.17882e-11    2.09883e-10
2606    2.78624e-07    3.33345e-09    5.17636e-11    2.09763e-10
2607    2.78497e-07    3.33193e-09    5.17390e-11    2.09643e-10
2608    2.78369e-07    3.33040e-09    5.17144e-11    2.09523e-10
2609    2.78242e-07    3.32888e-09    5.16899e-11    2.09403e-10
2610    2.78115e-07    3.32736e-09    5.16653e-11    2.09283e-10
2611    2.77988e-07    3.32584e-09    5.16408e-11    2.09164e-10
2612    2.77861e-07    3.32432e-09    5.16164e-11    2.09044e-10
2613    2.77734e-07    3.32280e-09    5.15919e-11    2.08925e-10
2614    2.77607e-07    3.32128e-09    5.15674e-11    2.08805e-10
2615    2.77481e-07    3.31977e-09    5.15430e-11    2.08686e-10
2616    2.77354e-07    3.31825e-09    5.15186e-11    2.08567e-10
2617    2.77228e-07    3.31674e-09    5.14942e-11    2.08448e-10
2618    2.77101e-07    3.31522e-09    5.14698e-11    2.08329e-10
2619    2.76975e-07    3.31371e-09    5.14454e-11    2.08210e-10
2620    2.76849e-07    3.31220e-09    5.14211e-11    2.08091e-10
2621    2.76723e-07    3.31069e-09    5.13968e-11    2.07972e-10
2622    2.76597e-07    3.30918e-09    5.13724e-11    2.07854e-10
2623    2.76471e-07    3.30768e-09    5.13482e-11    2.07735e-10
2624    2.76345e-07    3.30617e-09    5.13239e-11    2.07617e-10
2625    2.76219e-07    3.30466e-09    5.12996e-11    2.07499e-10
2626    2.76094e-07    3.30316e-09    5.12754e-11    2.07381e-10
2627    2.75968e-07    3.30166e-09    5.12512e-11    2.07263e-10
2628    2.75843e-07    3.30015e-09    5.12270e-11    2.07145e-10
2629    2.75717e-07    3.29865e-09    5.12028e-11    2.07027e-10
2630    2.75592e-07    3.29715e-09    5.11786e-11    2.06909e-10
2631    2.75467e-07    3.29565e-09    5.11545e-11    2.06791e-10
2632    2.75342e-07    3.29416e-09    5.11303e-11    2.06674e-10
2633    2.75217e-07    3.29266e-09    5.11062e-11    2.06557e-10
2634    2.75092e-07    3.29117e-09    5.10821e-11    2.06439e-10
2635    2.74967e-07    3.28967e-09    5.10580e-11    2.06322e-10
2636    2.74842e-07    3.28818e-09    5.10340e-11    2.06205e-10
2637    2.74718e-07    3.28669e-09    5.10099e-11    2.06088e-10
2638    2.74593e-07    3.28519e-09    5.09859e-11    2.05971e-10
2639    2.74469e-07    3.28370e-09    5.09619e-11    2.05854e-10
2640    2.74344e-07    3.28221e-09    5.09379e-11    2.05737e-10
2641    2.74220e-07    3.28073e-09    5.09140e-11    2.05621e-10
2642    2.74096e-07    3.27924e-09    5.08900e-11    2.05504e-10
2643    2.73972e-07    3.27775e-09    5.08661e-11    2.05388e-10
2644    2.73848e-07    3.27627e-09    5.08421e-11    2.05272e-10
2645    2.73724e-07    3.27479e-09    5.08182e-11    2.05155e-10
2646    2.73600e-07    3.27330e-09    5.07944e-11    2.05039e-10
2647    2.73476e-07    3.27182e-09    5.07705e-11    2.04923e-10
2648    2.73353e-07    3.27034e-09    5.07466e-11    2.04807e-10
2649    2.73229e-07    3.26886e-09    5.07228e-11    2.04691e-10
2650    2.73106e-07    3.26738e-09    5.06990e-11    2.04576e-10
2651    2.72982e-07    3.26591e-09    5.06752e-11    2.04460e-10
2652    2.72859e-07    3.26443e-09    5.06514e-11    2.04345e-10
2653    2.72736e-07    3.26295e-09    5.06276e-11    2.04229e-10
2654    2.72612e-07    3.26148e-09    5.06039e-11    2.04114e-10
2655    2.72489e-07    3.26001e-09    5.05802e-11    2.03999e-10
2656    2.72367e-07    3.25854e-09    5.05565e-11    2.03883e-10
2657    2.72244e-07    3.25706e-09    5.05328e-11    2.03768e-10
2658    2.72121e-07    3.25559e-09    5.05091e-11    2.03654e-10
2659    2.71998e-07    3.25413e-09    5.04854e-11    2.03539e-10
2660    2.71876e-07    3.25266e-09    5.04618e-11    2.03424e-10
2661    2.71753e-07    3.25119e-09    5.04382e-11    2.03309e-10
2662    2.71631e-07    3.24973e-09    5.04146e-11    2.03195e-10
2663    2.71508e-07    3.24826e-09    5.03910e-11    2.03080e-10
2664    2.71386e-07    3.24680e-09    5.03674e-11    2.02966e-10
2665    2.71264e-07    3.24534e-09    5.03438e-11    2.02852e-10
2666    2.71142e-07    3.24387e-09    5.03203e-11    2.02738e-10
2667    2.71020e-07    3.24241e-09    5.02968e-11    2.02624e-10
2668    2.70898e-07    3.24095e-09    5.02733e-11    2.02510e-10
2669    2.70776e-07    3.23950e-09    5.02498e-11    2.02396e-10
2670    2.70654e-07    3.23804e-09    5.02263e-11    2.02282e-10
2671    2.70533e-07    3.23658e-09    5.02029e-11    2.02168e-10
2672    2.70411e-07    3.23513e-09    5.01794e-11    2.02055e-10
2673    2.70290e-07    3.23367e-09    5.01560e-11    2.01941e-10
2674    2.70168e-07    3.23222e-09    5.01326e-11    2.01828e-10
2675    2.70047e-07    3.23077e-09    5.01092e-11    2.01715e-10
2676    2.69926e-07    3.22932e-09    5.00858e-11    2.01602e-10
2677    2.69805e-07    3.22787e-09    5.00625e-11    2.01489e-10
2678    2.69684e-07    3.22642e-09    5.00392e-11    2.01376e-10
2679    2.69563e-07    3.22497e-09    5.00158e-11    2.01263e-10
2680    2.69442e-07    3.22352e-09    4.99925e-11    2.01150e-10
2681    2.69321e-07    3.22208e-09    4.99692e-11    2.01037e-10
2682    2.69200e-07    3.22063e-09    4.99460e-11    2.00925e-10
2683    2.69080e-07    3.21919e-09    4.99227e-11    2.00812e-10
2684    2.68959e-07    3.21774e-09    4.98995e-11    2.00700e-10
2685    2.68839e-07    3.21630e-09    4.98763e-11    2.00587e-10
2686    2.68718e-07    3.21486e-09    4.98531e-11    2.00475e-10
2687    2.68598e-07    3.21342e-09    4.98299e-11    2.00363e-10
2688    2.68478e-07    3.21198e-09    4.98067e-11    2.00251e-10
