#Cosmological Parameters: Om_m = 3.1750000000e-01, Om_l = 6.8250000000e-01, Om_r = 0.0000000000e+00
#a_max = 1.0100000000e+00
#t              eta(t)              w(eta)              z(eta)              a(eta)              H(eta)       H_prime(eta)
1.1065336707e-01    1.6106624415e+00    1.6191134689e+00    3.8433005438e+00    2.0647077153e-01    1.2517360026e+00   -7.3977886382e-01
1.1068026432e-01    1.6107927023e+00    1.6189832081e+00    3.8425109279e+00    2.0650443848e-01    1.2516396472e+00   -7.3964402308e-01
1.1070716363e-01    1.6109229519e+00    1.6188529584e+00    3.8417215694e+00    2.0653810544e-01    1.2515433176e+00   -7.3950922165e-01
1.1073406502e-01    1.6110531903e+00    1.6187227200e+00    3.8409324683e+00    2.0657177239e-01    1.2514470139e+00   -7.3937445953e-01
1.1076096848e-01    1.6111834175e+00    1.6185924928e+00    3.8401436243e+00    2.0660543935e-01    1.2513507360e+00   -7.3923973669e-01
1.1078787400e-01    1.6113136335e+00    1.6184622768e+00    3.8393550373e+00    2.0663910630e-01    1.2512544839e+00   -7.3910505310e-01
1.1081478160e-01    1.6114438383e+00    1.6183320720e+00    3.8385667073e+00    2.0667277326e-01    1.2511582576e+00   -7.3897040876e-01
1.1084169127e-01    1.6115740319e+00    1.6182018784e+00    3.8377786341e+00    2.0670644021e-01    1.2510620572e+00   -7.3883580363e-01
1.1086860300e-01    1.6117042144e+00    1.6180716960e+00    3.8369908175e+00    2.0674010717e-01    1.2509658825e+00   -7.3870123770e-01
1.1089551680e-01    1.6118343856e+00    1.6179415248e+00    3.8362032575e+00    2.0677377413e-01    1.2508697336e+00   -7.3856671096e-01
1.1092243268e-01    1.6119645456e+00    1.6178113647e+00    3.8354159539e+00    2.0680744108e-01    1.2507736105e+00   -7.3843222337e-01
1.1094935062e-01    1.6120946945e+00    1.6176812159e+00    3.8346289067e+00    2.0684110804e-01    1.2506775131e+00   -7.3829777492e-01
1.1097627062e-01    1.6122248321e+00    1.6175510782e+00    3.8338421155e+00    2.0687477499e-01    1.2505814415e+00   -7.3816336559e-01
1.1100319270e-01    1.6123549586e+00    1.6174209518e+00    3.8330555805e+00    2.0690844195e-01    1.2504853957e+00   -7.3802899536e-01
1.1103011684e-01    1.6124850739e+00    1.6172908365e+00    3.8322693013e+00    2.0694210890e-01    1.2503893756e+00   -7.3789466421e-01
1.1105704305e-01    1.6126151780e+00    1.6171607323e+00    3.8314832779e+00    2.0697577586e-01    1.2502933812e+00   -7.3776037212e-01
1.1108397133e-01    1.6127452709e+00    1.6170306394e+00    3.8306975102e+00    2.0700944281e-01    1.2501974125e+00   -7.3762611907e-01
1.1111090168e-01    1.6128753527e+00    1.6169005576e+00    3.8299119981e+00    2.0704310977e-01    1.2501014695e+00   -7.3749190505e-01
1.1113783409e-01    1.6130054233e+00    1.6167704870e+00    3.8291267414e+00    2.0707677673e-01    1.2500055522e+00   -7.3735773002e-01
1.1116476857e-01    1.6131354828e+00    1.6166404276e+00    3.8283417399e+00    2.0711044368e-01    1.2499096606e+00   -7.3722359397e-01
1.1119170511e-01    1.6132655310e+00    1.6165103793e+00    3.8275569937e+00    2.0714411064e-01    1.2498137947e+00   -7.3708949689e-01
1.1121864372e-01    1.6133955681e+00    1.6163803422e+00    3.8267725024e+00    2.0717777759e-01    1.2497179544e+00   -7.3695543874e-01
1.1124558440e-01    1.6135255941e+00    1.6162503163e+00    3.8259882661e+00    2.0721144455e-01    1.2496221398e+00   -7.3682141952e-01
1.1127252714e-01    1.6136556089e+00    1.6161203015e+00    3.8252042846e+00    2.0724511150e-01    1.2495263508e+00   -7.3668743920e-01
1.1129947195e-01    1.6137856125e+00    1.6159902978e+00    3.8244205578e+00    2.0727877846e-01    1.2494305875e+00   -7.3655349777e-01
1.1132641882e-01    1.6139156050e+00    1.6158603053e+00    3.8236370856e+00    2.0731244541e-01    1.2493348498e+00   -7.3641959519e-01
1.1135336775e-01    1.6140455863e+00    1.6157303240e+00    3.8228538677e+00    2.0734611237e-01    1.2492391377e+00   -7.3628573146e-01
1.1138031876e-01    1.6141755565e+00    1.6156003538e+00    3.8220709042e+00    2.0737977933e-01    1.2491434512e+00   -7.3615190655e-01
1.1140727182e-01    1.6143055156e+00    1.6154703948e+00    3.8212881948e+00    2.0741344628e-01    1.2490477902e+00   -7.3601812045e-01
1.1143422695e-01    1.6144354635e+00    1.6153404469e+00    3.8205057395e+00    2.0744711324e-01    1.2489521549e+00   -7.3588437312e-01
1.1146118414e-01    1.6145654002e+00    1.6152105101e+00    3.8197235381e+00    2.0748078019e-01    1.2488565452e+00   -7.3575066457e-01
1.1148814340e-01    1.6146953259e+00    1.6150805845e+00    3.8189415905e+00    2.0751444715e-01    1.2487609610e+00   -7.3561699476e-01
1.1151510472e-01    1.6148252403e+00    1.6149506700e+00    3.8181598966e+00    2.0754811410e-01    1.2486654024e+00   -7.3548336367e-01
1.1154206810e-01    1.6149551437e+00    1.6148207667e+00    3.8173784563e+00    2.0758178106e-01    1.2485698693e+00   -7.3534977129e-01
1.1156903355e-01    1.6150850359e+00    1.6146908744e+00    3.8165972694e+00    2.0761544801e-01    1.2484743618e+00   -7.3521621759e-01
1.1159600106e-01    1.6152149170e+00    1.6145609933e+00    3.8158163359e+00    2.0764911497e-01    1.2483788797e+00   -7.3508270256e-01
1.1162297063e-01    1.6153447870e+00    1.6144311234e+00    3.8150356555e+00    2.0768278193e-01    1.2482834232e+00   -7.3494922618e-01
1.1164994226e-01    1.6154746458e+00    1.6143012645e+00    3.8142552281e+00    2.0771644888e-01    1.2481879922e+00   -7.3481578843e-01
1.1167691596e-01    1.6156044936e+00    1.6141714168e+00    3.8134750538e+00    2.0775011584e-01    1.2480925867e+00   -7.3468238928e-01
1.1170389171e-01    1.6157343302e+00    1.6140415802e+00    3.8126951322e+00    2.0778378279e-01    1.2479972067e+00   -7.3454902872e-01
1.1173086953e-01    1.6158641557e+00    1.6139117547e+00    3.8119154634e+00    2.0781744975e-01    1.2479018522e+00   -7.3441570673e-01
1.1175784941e-01    1.6159939701e+00    1.6137819403e+00    3.8111360471e+00    2.0785111670e-01    1.2478065231e+00   -7.3428242329e-01
1.1178483135e-01    1.6161237733e+00    1.6136521370e+00    3.8103568833e+00    2.0788478366e-01    1.2477112195e+00   -7.3414917838e-01
1.1181181536e-01    1.6162535655e+00    1.6135223448e+00    3.8095779718e+00    2.0791845062e-01    1.2476159413e+00   -7.3401597198e-01
1.1183880142e-01    1.6163833466e+00    1.6133925638e+00    3.8087993125e+00    2.0795211757e-01    1.2475206886e+00   -7.3388280407e-01
1.1186578954e-01    1.6165131165e+00    1.6132627938e+00    3.8080209053e+00    2.0798578453e-01    1.2474254613e+00   -7.3374967463e-01
1.1189277972e-01    1.6166428754e+00    1.6131330350e+00    3.8072427500e+00    2.0801945148e-01    1.2473302594e+00   -7.3361658364e-01
1.1191977196e-01    1.6167726232e+00    1.6130032872e+00    3.8064648466e+00    2.0805311844e-01    1.2472350829e+00   -7.3348353109e-01
1.1194676627e-01    1.6169023598e+00    1.6128735505e+00    3.8056871949e+00    2.0808678539e-01    1.2471399319e+00   -7.3335051695e-01
1.1197376263e-01    1.6170320854e+00    1.6127438250e+00    3.8049097949e+00    2.0812045235e-01    1.2470448062e+00   -7.3321754120e-01
1.1200076105e-01    1.6171617999e+00    1.6126141105e+00    3.8041326463e+00    2.0815411930e-01    1.2469497059e+00   -7.3308460383e-01
1.1202776153e-01    1.6172915033e+00    1.6124844071e+00    3.8033557490e+00    2.0818778626e-01    1.2468546309e+00   -7.3295170481e-01
1.1205476406e-01    1.6174211956e+00    1.6123547148e+00    3.8025791030e+00    2.0822145322e-01    1.2467595813e+00   -7.3281884413e-01
1.1208176866e-01    1.6175508768e+00    1.6122250335e+00    3.8018027080e+00    2.0825512017e-01    1.2466645571e+00   -7.3268602176e-01
1.1210877531e-01    1.6176805469e+00    1.6120953634e+00    3.8010265641e+00    2.0828878713e-01    1.2465695582e+00   -7.3255323769e-01
1.1213578403e-01    1.6178102060e+00    1.6119657043e+00    3.8002506710e+00    2.0832245408e-01    1.2464745847e+00   -7.3242049190e-01
1.1216279480e-01    1.6179398540e+00    1.6118360563e+00    3.7994750287e+00    2.0835612104e-01    1.2463796364e+00   -7.3228778437e-01
1.1218980762e-01    1.6180694909e+00    1.6117064194e+00    3.7986996370e+00    2.0838978799e-01    1.2462847135e+00   -7.3215511507e-01
1.1221682251e-01    1.6181991168e+00    1.6115767936e+00    3.7979244958e+00    2.0842345495e-01    1.2461898159e+00   -7.3202248400e-01
1.1224383945e-01    1.6183287315e+00    1.6114471788e+00    3.7971496050e+00    2.0845712190e-01    1.2460949435e+00   -7.3188989113e-01
1.1227085845e-01    1.6184583353e+00    1.6113175751e+00    3.7963749644e+00    2.0849078886e-01    1.2460000965e+00   -7.3175733643e-01
1.1229787950e-01    1.6185879279e+00    1.6111879825e+00    3.7956005740e+00    2.0852445582e-01    1.2459052747e+00   -7.3162481990e-01
1.1232490261e-01    1.6187175095e+00    1.6110584009e+00    3.7948264336e+00    2.0855812277e-01    1.2458104782e+00   -7.3149234151e-01
1.1235192778e-01    1.6188470800e+00    1.6109288303e+00    3.7940525431e+00    2.0859178973e-01    1.2457157069e+00   -7.3135990125e-01
1.1237895500e-01    1.6189766395e+00    1.6107992709e+00    3.7932789023e+00    2.0862545668e-01    1.2456209609e+00   -7.3122749909e-01
1.1240598428e-01    1.6191061879e+00    1.6106697224e+00    3.7925055112e+00    2.0865912364e-01    1.2455262401e+00   -7.3109513502e-01
1.1243301562e-01    1.6192357253e+00    1.6105401851e+00    3.7917323697e+00    2.0869279059e-01    1.2454315445e+00   -7.3096280901e-01
1.1246004900e-01    1.6193652516e+00    1.6104106588e+00    3.7909594775e+00    2.0872645755e-01    1.2453368742e+00   -7.3083052104e-01
1.1248708445e-01    1.6194947669e+00    1.6102811435e+00    3.7901868347e+00    2.0876012450e-01    1.2452422290e+00   -7.3069827111e-01
1.1251412195e-01    1.6196242711e+00    1.6101516393e+00    3.7894144410e+00    2.0879379146e-01    1.2451476090e+00   -7.3056605918e-01
1.1254116150e-01    1.6197537643e+00    1.6100221461e+00    3.7886422963e+00    2.0882745842e-01    1.2450530143e+00   -7.3043388525e-01
1.1256820311e-01    1.6198832464e+00    1.6098926639e+00    3.7878704006e+00    2.0886112537e-01    1.2449584447e+00   -7.3030174928e-01
1.1259524677e-01    1.6200127175e+00    1.6097631928e+00    3.7870987537e+00    2.0889479233e-01    1.2448639003e+00   -7.3016965127e-01
1.1262229248e-01    1.6201421776e+00    1.6096337327e+00    3.7863273555e+00    2.0892845928e-01    1.2447693810e+00   -7.3003759118e-01
1.1264934025e-01    1.6202716266e+00    1.6095042837e+00    3.7855562058e+00    2.0896212624e-01    1.2446748869e+00   -7.2990556901e-01
1.1267639007e-01    1.6204010647e+00    1.6093748457e+00    3.7847853046e+00    2.0899579319e-01    1.2445804179e+00   -7.2977358474e-01
1.1270344195e-01    1.6205304916e+00    1.6092454187e+00    3.7840146518e+00    2.0902946015e-01    1.2444859740e+00   -7.2964163834e-01
1.1273049587e-01    1.6206599076e+00    1.6091160027e+00    3.7832442471e+00    2.0906312710e-01    1.2443915553e+00   -7.2950972979e-01
1.1275755185e-01    1.6207893125e+00    1.6089865978e+00    3.7824740905e+00    2.0909679406e-01    1.2442971617e+00   -7.2937785908e-01
1.1278460989e-01    1.6209187065e+00    1.6088572039e+00    3.7817041819e+00    2.0913046102e-01    1.2442027931e+00   -7.2924602619e-01
1.1281166997e-01    1.6210480894e+00    1.6087278210e+00    3.7809345211e+00    2.0916412797e-01    1.2441084497e+00   -7.2911423110e-01
1.1283873211e-01    1.6211774613e+00    1.6085984491e+00    3.7801651081e+00    2.0919779493e-01    1.2440141313e+00   -7.2898247378e-01
1.1286579629e-01    1.6213068221e+00    1.6084690882e+00    3.7793959427e+00    2.0923146188e-01    1.2439198380e+00   -7.2885075423e-01
1.1289286253e-01    1.6214361720e+00    1.6083397383e+00    3.7786270247e+00    2.0926512884e-01    1.2438255698e+00   -7.2871907242e-01
1.1291993082e-01    1.6215655109e+00    1.6082103995e+00    3.7778583542e+00    2.0929879579e-01    1.2437313266e+00   -7.2858742833e-01
1.1294700116e-01    1.6216948387e+00    1.6080810716e+00    3.7770899309e+00    2.0933246275e-01    1.2436371085e+00   -7.2845582195e-01
1.1297407356e-01    1.6218241556e+00    1.6079517548e+00    3.7763217547e+00    2.0936612970e-01    1.2435429154e+00   -7.2832425325e-01
1.1300114800e-01    1.6219534614e+00    1.6078224489e+00    3.7755538255e+00    2.0939979666e-01    1.2434487473e+00   -7.2819272222e-01
1.1302822449e-01    1.6220827563e+00    1.6076931541e+00    3.7747861432e+00    2.0943346362e-01    1.2433546042e+00   -7.2806122883e-01
1.1305530303e-01    1.6222120401e+00    1.6075638702e+00    3.7740187077e+00    2.0946713057e-01    1.2432604862e+00   -7.2792977308e-01
1.1308238362e-01    1.6223413130e+00    1.6074345974e+00    3.7732515189e+00    2.0950079753e-01    1.2431663931e+00   -7.2779835493e-01
1.1310946626e-01    1.6224705749e+00    1.6073053355e+00    3.7724845766e+00    2.0953446448e-01    1.2430723250e+00   -7.2766697437e-01
1.1313655096e-01    1.6225998257e+00    1.6071760846e+00    3.7717178807e+00    2.0956813144e-01    1.2429782819e+00   -7.2753563139e-01
1.1316363770e-01    1.6227290656e+00    1.6070468447e+00    3.7709514311e+00    2.0960179839e-01    1.2428842638e+00   -7.2740432595e-01
1.1319072648e-01    1.6228582946e+00    1.6069176158e+00    3.7701852277e+00    2.0963546535e-01    1.2427902706e+00   -7.2727305805e-01
1.1321781732e-01    1.6229875125e+00    1.6067883979e+00    3.7694192703e+00    2.0966913230e-01    1.2426963023e+00   -7.2714182767e-01
1.1324491021e-01    1.6231167195e+00    1.6066591909e+00    3.7686535589e+00    2.0970279926e-01    1.2426023590e+00   -7.2701063478e-01
1.1327200514e-01    1.6232459154e+00    1.6065299949e+00    3.7678880933e+00    2.0973646622e-01    1.2425084406e+00   -7.2687947937e-01
1.1329910212e-01    1.6233751004e+00    1.6064008099e+00    3.7671228734e+00    2.0977013317e-01    1.2424145472e+00   -7.2674836142e-01
1.1332620115e-01    1.6235042745e+00    1.6062716359e+00    3.7663578991e+00    2.0980380013e-01    1.2423206786e+00   -7.2661728091e-01
1.1335330223e-01    1.6236334375e+00    1.6061424728e+00    3.7655931703e+00    2.0983746708e-01    1.2422268350e+00   -7.2648623782e-01
1.1338040535e-01    1.6237625896e+00    1.6060133207e+00    3.7648286868e+00    2.0987113404e-01    1.2421330162e+00   -7.2635523213e-01
1.1340751052e-01    1.6238917308e+00    1.6058841796e+00    3.7640644486e+00    2.0990480099e-01    1.2420392223e+00   -7.2622426382e-01
1.1343461774e-01    1.6240208609e+00    1.6057550494e+00    3.7633004555e+00    2.0993846795e-01    1.2419454533e+00   -7.2609333288e-01
1.1346172700e-01    1.6241499802e+00    1.6056259302e+00    3.7625367073e+00    2.0997213490e-01    1.2418517092e+00   -7.2596243929e-01
1.1348883831e-01    1.6242790884e+00    1.6054968219e+00    3.7617732041e+00    2.1000580186e-01    1.2417579899e+00   -7.2583158302e-01
1.1351595167e-01    1.6244081857e+00    1.6053677246e+00    3.7610099456e+00    2.1003946882e-01    1.2416642954e+00   -7.2570076406e-01
1.1354306707e-01    1.6245372721e+00    1.6052386383e+00    3.7602469318e+00    2.1007313577e-01    1.2415706258e+00   -7.2556998240e-01
1.1357018451e-01    1.6246663475e+00    1.6051095629e+00    3.7594841624e+00    2.1010680273e-01    1.2414769810e+00   -7.2543923800e-01
1.1359730401e-01    1.6247954119e+00    1.6049804984e+00    3.7587216375e+00    2.1014046968e-01    1.2413833610e+00   -7.2530853086e-01
1.1362442554e-01    1.6249244654e+00    1.6048514449e+00    3.7579593569e+00    2.1017413664e-01    1.2412897658e+00   -7.2517786095e-01
1.1365154912e-01    1.6250535080e+00    1.6047224024e+00    3.7571973205e+00    2.1020780359e-01    1.2411961955e+00   -7.2504722826e-01
1.1367867475e-01    1.6251825396e+00    1.6045933707e+00    3.7564355281e+00    2.1024147055e-01    1.2411026499e+00   -7.2491663276e-01
1.1370580242e-01    1.6253115603e+00    1.6044643500e+00    3.7556739797e+00    2.1027513750e-01    1.2410091290e+00   -7.2478607444e-01
1.1373293214e-01    1.6254405701e+00    1.6043353403e+00    3.7549126750e+00    2.1030880446e-01    1.2409156330e+00   -7.2465555328e-01
1.1376006390e-01    1.6255695689e+00    1.6042063415e+00    3.7541516141e+00    2.1034247142e-01    1.2408221617e+00   -7.2452506926e-01
1.1378719770e-01    1.6256985568e+00    1.6040773536e+00    3.7533907968e+00    2.1037613837e-01    1.2407287152e+00   -7.2439462237e-01
1.1381433354e-01    1.6258275337e+00    1.6039483766e+00    3.7526302229e+00    2.1040980533e-01    1.2406352933e+00   -7.2426421258e-01
1.1384147143e-01    1.6259564998e+00    1.6038194106e+00    3.7518698924e+00    2.1044347228e-01    1.2405418963e+00   -7.2413383987e-01
1.1386861137e-01    1.6260854549e+00    1.6036904555e+00    3.7511098052e+00    2.1047713924e-01    1.2404485239e+00   -7.2400350423e-01
1.1389575334e-01    1.6262143991e+00    1.6035615113e+00    3.7503499610e+00    2.1051080619e-01    1.2403551763e+00   -7.2387320564e-01
1.1392289736e-01    1.6263433323e+00    1.6034325780e+00    3.7495903599e+00    2.1054447315e-01    1.2402618533e+00   -7.2374294408e-01
1.1395004342e-01    1.6264722547e+00    1.6033036557e+00    3.7488310017e+00    2.1057814010e-01    1.2401685551e+00   -7.2361271953e-01
1.1397719152e-01    1.6266011661e+00    1.6031747442e+00    3.7480718862e+00    2.1061180706e-01    1.2400752815e+00   -7.2348253197e-01
1.1400434166e-01    1.6267300667e+00    1.6030458437e+00    3.7473130134e+00    2.1064547402e-01    1.2399820326e+00   -7.2335238139e-01
1.1403149385e-01    1.6268589563e+00    1.6029169541e+00    3.7465543831e+00    2.1067914097e-01    1.2398888084e+00   -7.2322226776e-01
1.1405864807e-01    1.6269878350e+00    1.6027880754e+00    3.7457959952e+00    2.1071280793e-01    1.2397956088e+00   -7.2309219107e-01
1.1408580434e-01    1.6271167028e+00    1.6026592075e+00    3.7450378497e+00    2.1074647488e-01    1.2397024339e+00   -7.2296215130e-01
1.1411296265e-01    1.6272455597e+00    1.6025303506e+00    3.7442799463e+00    2.1078014184e-01    1.2396092836e+00   -7.2283214843e-01
1.1414012300e-01    1.6273744057e+00    1.6024015046e+00    3.7435222850e+00    2.1081380879e-01    1.2395161579e+00   -7.2270218244e-01
1.1416728539e-01    1.6275032408e+00    1.6022726695e+00    3.7427648657e+00    2.1084747575e-01    1.2394230569e+00   -7.2257225332e-01
1.1419444982e-01    1.6276320651e+00    1.6021438453e+00    3.7420076882e+00    2.1088114270e-01    1.2393299805e+00   -7.2244236104e-01
1.1422161629e-01    1.6277608784e+00    1.6020150320e+00    3.7412507524e+00    2.1091480966e-01    1.2392369286e+00   -7.2231250559e-01
1.1424878479e-01    1.6278896808e+00    1.6018862295e+00    3.7404940583e+00    2.1094847662e-01    1.2391439014e+00   -7.2218268695e-01
